sender,receiver,transaction_amount,transaction_date
CUST000665,CUST039082,26,2024-07-02
CUST000666,CUST062857,39,2024-10-03
CUST000667,CUST093106,14,2024-05-08
CUST000668,CUST088859,96,2024-08-21
CUST000669,CUST019066,60,2025-01-25
CUST000670,CUST083461,50,2025-04-19
CUST000671,CUST088093,91,2024-11-08
CUST000672,CUST054694,50,2024-10-03
CUST000673,CUST026963,2,2024-11-17
CUST000674,CUST028296,76,2025-01-17
CUST000675,CUST013808,69,2024-12-27
CUST000676,CUST042349,12,2025-02-15
CUST000677,CUST026433,61,2025-01-20
CUST000678,CUST083286,20,2024-05-05
CUST000679,CUST091793,48,2025-01-30
CUST000680,CUST057855,43,2024-07-16
CUST000681,CUST040263,89,2024-11-30
CUST000682,CUST037081,7,2024-12-07
CUST000683,CUST001325,46,2024-12-21
CUST000684,CUST091268,78,2024-10-21
CUST000685,CUST035910,68,2025-02-15
CUST000686,CUST089340,70,2024-12-29
CUST000687,CUST019871,74,2024-08-01
CUST000688,CUST034579,83,2024-09-20
CUST000689,CUST072125,66,2024-05-17
CUST000690,CUST026791,48,2025-04-20
CUST000691,CUST025290,9,2024-08-24
CUST000692,CUST055130,55,2025-03-30
CUST000693,CUST093715,39,2024-06-19
CUST000694,CUST094247,92,2024-11-17
CUST000695,CUST015486,97,2024-11-22
CUST000696,CUST044483,82,2024-10-23
CUST000697,CUST086189,7,2025-04-11
CUST000698,CUST004749,62,2025-03-27
CUST000699,CUST086770,41,2025-01-26
CUST000700,CUST009436,15,2024-08-15
CUST000701,CUST003710,47,2025-02-17
CUST000702,CUST030356,89,2025-03-08
CUST000703,CUST055772,42,2025-04-15
CUST000704,CUST057800,94,2024-12-06
CUST000705,CUST013117,49,2024-10-23
CUST000706,CUST025471,35,2024-09-14
CUST000707,CUST042345,33,2024-12-10
CUST000708,CUST042919,84,2024-09-03
CUST000709,CUST052225,3,2024-07-21
CUST000710,CUST039299,32,2024-12-22
CUST000711,CUST080220,39,2024-11-11
CUST000712,CUST061630,33,2024-07-11
CUST000713,CUST066041,17,2025-04-15
CUST000714,CUST099519,45,2024-06-27
CUST000715,CUST099836,23,2024-12-09
CUST000716,CUST028017,8,2024-09-19
CUST000717,CUST023961,79,2024-12-03
CUST000718,CUST033592,86,2024-07-12
CUST000719,CUST082849,38,2024-12-27
CUST000720,CUST067642,82,2024-06-17
CUST000721,CUST036396,31,2024-12-09
CUST000722,CUST022701,10,2024-12-26
CUST000723,CUST034621,61,2025-02-16
CUST000724,CUST020560,73,2024-12-24
CUST000725,CUST093046,24,2024-12-08
CUST000726,CUST093397,14,2024-08-16
CUST000727,CUST061643,30,2025-01-20
CUST000728,CUST076540,36,2025-02-01
CUST000729,CUST021733,53,2025-01-17
CUST000730,CUST091363,3,2024-07-30
CUST000731,CUST030355,13,2025-01-12
CUST000732,CUST013844,98,2025-02-08
CUST000733,CUST071727,15,2024-10-11
CUST000734,CUST017641,63,2025-03-28
CUST000735,CUST052529,41,2024-09-26
CUST000736,CUST038414,12,2024-10-16
CUST000737,CUST052639,60,2024-06-11
CUST000738,CUST052737,5,2025-01-08
CUST000739,CUST068867,2,2025-02-11
CUST000740,CUST019088,54,2025-03-04
CUST000741,CUST041431,9,2025-02-11
CUST000742,CUST024505,55,2024-07-08
CUST000743,CUST007115,41,2024-10-08
CUST000744,CUST078860,14,2024-10-16
CUST000745,CUST099658,1,2024-12-02
CUST000746,CUST010976,60,2025-03-05
CUST000747,CUST011024,44,2024-11-25
CUST000748,CUST021448,17,2024-07-26
CUST000749,CUST090470,50,2025-04-09
CUST000750,CUST023960,74,2025-01-04
CUST000751,CUST066204,66,2024-07-01
CUST000752,CUST029704,62,2024-05-25
CUST000753,CUST009338,17,2024-11-15
CUST000754,CUST046428,33,2024-07-02
CUST000755,CUST061530,4,2024-12-04
CUST000756,CUST084666,17,2024-11-10
CUST000757,CUST031922,29,2025-03-07
CUST000758,CUST033308,44,2024-12-11
CUST000759,CUST027356,6,2025-02-20
CUST000760,CUST004836,65,2024-11-26
CUST000761,CUST020160,38,2025-01-22
CUST000762,CUST047606,54,2024-11-15
CUST000763,CUST038089,74,2024-08-03
CUST000764,CUST078753,43,2025-03-18
CUST000765,CUST055285,92,2024-10-05
CUST000766,CUST057044,54,2025-02-23
CUST000767,CUST035548,40,2024-06-11
CUST000768,CUST097008,21,2025-04-23
CUST000769,CUST082845,69,2024-10-08
CUST000770,CUST027533,81,2024-10-18
CUST000771,CUST034350,94,2025-02-09
CUST000772,CUST045446,80,2024-10-11
CUST000773,CUST005714,74,2024-05-01
CUST000774,CUST056179,18,2025-04-23
CUST000775,CUST049408,72,2025-02-15
CUST000776,CUST070341,67,2025-01-28
CUST000777,CUST050991,41,2024-12-29
CUST000778,CUST075673,65,2025-04-09
CUST000779,CUST065546,16,2024-10-12
CUST000780,CUST084792,66,2024-11-14
CUST000781,CUST058142,77,2025-04-04
CUST000782,CUST023794,59,2024-06-01
CUST000783,CUST056571,58,2025-03-26
CUST000784,CUST095085,80,2025-01-30
CUST000785,CUST037893,32,2024-07-15
CUST000786,CUST001016,44,2024-05-01
CUST000787,CUST061814,25,2024-10-24
CUST000788,CUST027713,68,2025-02-17
CUST000789,CUST008416,68,2024-09-22
CUST000790,CUST062293,96,2025-01-25
CUST000791,CUST023834,97,2024-11-23
CUST000792,CUST004159,83,2025-01-17
CUST000793,CUST062681,13,2024-12-21
CUST000794,CUST020310,63,2024-07-07
CUST000795,CUST006971,36,2024-05-03
CUST000796,CUST072475,28,2024-05-04
CUST000797,CUST086705,90,2025-04-07
CUST000798,CUST046541,30,2024-08-30
CUST000799,CUST020385,75,2024-10-10
CUST000800,CUST018018,31,2024-07-02
CUST000801,CUST075881,75,2024-08-19
CUST000802,CUST008703,67,2024-11-13
CUST000803,CUST000385,17,2024-11-28
CUST000804,CUST000405,79,2024-08-06
CUST000805,CUST040944,96,2025-01-09
CUST000806,CUST047927,84,2025-01-08
CUST000807,CUST029190,2,2024-09-17
CUST000808,CUST012764,22,2024-12-11
CUST000809,CUST018385,69,2024-07-28
CUST000810,CUST060101,15,2024-09-12
CUST000811,CUST098143,51,2024-08-26
CUST000812,CUST009861,7,2024-11-16
CUST000813,CUST080643,33,2024-11-20
CUST000814,CUST050613,36,2024-06-11
CUST000815,CUST023575,3,2024-12-21
CUST000816,CUST023525,56,2025-02-24
CUST000817,CUST069173,90,2024-04-29
CUST000818,CUST010917,48,2024-11-30
CUST000819,CUST004810,67,2025-03-23
CUST000820,CUST032202,98,2024-09-10
CUST000821,CUST053331,60,2024-06-23
CUST000822,CUST013457,71,2024-06-08
CUST000823,CUST056398,6,2024-06-23
CUST000824,CUST038766,85,2024-05-30
CUST000825,CUST034817,60,2024-05-14
CUST000826,CUST045107,20,2024-10-04
CUST000827,CUST053933,86,2025-03-06
CUST000828,CUST017101,32,2025-02-13
CUST000829,CUST057092,47,2024-12-07
CUST000830,CUST021950,29,2024-11-24
CUST000831,CUST070081,58,2024-12-16
CUST000832,CUST037745,38,2025-03-15
CUST000833,CUST045544,62,2025-04-02
CUST000834,CUST092194,49,2024-04-24
CUST000835,CUST036188,65,2024-09-02
CUST000836,CUST007240,37,2025-03-07
CUST000837,CUST014490,91,2024-09-07
CUST000838,CUST058018,32,2025-02-21
CUST000839,CUST061878,1,2024-07-22
CUST000840,CUST043126,82,2025-02-07
CUST000841,CUST049923,77,2024-06-23
CUST000842,CUST094075,22,2025-02-27
CUST000843,CUST032050,5,2025-03-08
CUST000844,CUST037132,60,2024-10-05
CUST000845,CUST042945,56,2025-02-22
CUST000846,CUST073964,66,2024-10-08
CUST000847,CUST024286,2,2024-06-08
CUST000848,CUST037627,57,2025-01-24
CUST000849,CUST042809,95,2024-12-27
CUST000850,CUST088465,91,2024-06-08
CUST000851,CUST053872,12,2024-10-17
CUST000852,CUST019199,24,2025-02-02
CUST000853,CUST019759,80,2024-10-02
CUST000854,CUST015255,61,2024-10-29
CUST000855,CUST044239,75,2024-06-03
CUST000856,CUST001253,91,2025-02-10
CUST000857,CUST039765,27,2024-10-01
CUST000858,CUST077710,92,2024-08-02
CUST000859,CUST037442,31,2025-02-13
CUST000860,CUST092235,37,2025-01-21
CUST000861,CUST053683,13,2025-01-13
CUST000862,CUST059495,47,2024-07-02
CUST000863,CUST081318,43,2024-08-22
CUST000864,CUST065216,89,2024-12-08
CUST000865,CUST078588,70,2024-08-09
CUST000866,CUST006950,38,2025-02-22
CUST000867,CUST055394,5,2025-01-27
CUST000868,CUST073554,54,2025-01-05
CUST000869,CUST006942,28,2024-05-28
CUST000870,CUST025935,22,2025-02-14
CUST000871,CUST023387,17,2025-02-25
CUST000872,CUST061887,55,2024-09-29
CUST000873,CUST075746,7,2025-02-16
CUST000874,CUST083252,85,2025-04-21
CUST000875,CUST094457,75,2024-07-13
CUST000876,CUST053414,20,2024-06-28
CUST000877,CUST056801,1,2024-05-11
CUST000878,CUST097240,6,2025-04-02
CUST000879,CUST042319,75,2024-11-27
CUST000880,CUST070174,60,2024-07-22
CUST000881,CUST070391,90,2025-01-19
CUST000882,CUST052330,80,2025-01-01
CUST000883,CUST043089,81,2025-02-03
CUST000884,CUST039812,56,2025-02-23
CUST000885,CUST055480,63,2024-05-13
CUST000886,CUST085393,98,2024-07-16
CUST000887,CUST087370,71,2025-03-21
CUST000888,CUST019964,97,2024-05-25
CUST000889,CUST055124,37,2025-04-09
CUST000890,CUST092706,90,2024-12-02
CUST000891,CUST073478,46,2024-06-02
CUST000892,CUST014389,93,2024-05-26
CUST000893,CUST005570,67,2024-07-31
CUST000894,CUST069837,1,2025-02-10
CUST000895,CUST036587,88,2025-03-05
CUST000896,CUST012016,1,2024-07-22
CUST000897,CUST045003,89,2024-08-18
CUST000898,CUST006255,12,2024-12-16
CUST000899,CUST017145,84,2025-03-07
CUST000900,CUST024215,83,2024-08-16
CUST000901,CUST080720,17,2024-12-31
CUST000902,CUST071775,69,2024-06-03
CUST000903,CUST006091,8,2025-03-31
CUST000904,CUST011638,55,2025-04-22
CUST000905,CUST022416,63,2024-12-25
CUST000906,CUST024072,63,2025-02-15
CUST000907,CUST058244,39,2025-03-26
CUST000908,CUST041241,78,2024-11-20
CUST000909,CUST083808,96,2024-11-12
CUST000910,CUST033435,89,2024-09-11
CUST000911,CUST069725,93,2024-10-18
CUST000912,CUST075698,40,2024-05-25
CUST000913,CUST028733,49,2024-07-25
CUST000914,CUST011315,65,2024-07-17
CUST000915,CUST023955,77,2025-03-06
CUST000916,CUST057109,68,2024-07-23
CUST000917,CUST087045,29,2024-12-06
CUST000918,CUST087506,41,2024-06-27
CUST000919,CUST036669,92,2024-11-22
CUST000920,CUST023062,2,2025-03-24
CUST000921,CUST079253,21,2024-07-02
CUST000922,CUST039750,76,2024-10-07
CUST000923,CUST016908,54,2024-08-17
CUST000924,CUST018778,92,2024-10-19
CUST000925,CUST093230,6,2024-11-09
CUST000926,CUST051746,38,2024-09-18
CUST000927,CUST091866,96,2025-03-31
CUST000928,CUST081819,88,2024-12-24
CUST000929,CUST023625,78,2024-11-10
CUST000930,CUST023322,54,2024-06-02
CUST000931,CUST010489,33,2025-04-16
CUST000932,CUST022575,2,2024-08-06
CUST000933,CUST005241,86,2024-07-26
CUST000934,CUST043222,62,2025-02-23
CUST000935,CUST010479,27,2025-02-15
CUST000936,CUST055646,78,2024-06-29
CUST000937,CUST019263,2,2024-11-24
CUST000938,CUST052797,78,2025-01-02
CUST000939,CUST004433,18,2025-01-19
CUST000940,CUST095258,55,2025-02-06
CUST000941,CUST064292,52,2024-07-18
CUST000942,CUST079105,79,2024-06-17
CUST000943,CUST059400,13,2025-01-03
CUST000944,CUST079715,59,2024-08-18
CUST000945,CUST050429,82,2024-09-19
CUST000946,CUST087732,10,2024-05-13
CUST000947,CUST000303,59,2024-07-09
CUST000948,CUST082559,49,2024-06-29
CUST000949,CUST000056,17,2024-07-27
CUST000950,CUST008718,7,2025-02-24
CUST000951,CUST028700,52,2024-09-01
CUST000952,CUST073687,33,2025-02-03
CUST000953,CUST067662,70,2024-09-17
CUST000954,CUST044248,41,2025-04-13
CUST000955,CUST016749,68,2024-12-06
CUST000956,CUST004622,88,2024-05-29
CUST000957,CUST015035,56,2024-06-04
CUST000958,CUST005127,9,2025-04-11
CUST000959,CUST005123,39,2024-08-24
CUST000960,CUST018031,37,2024-11-10
CUST000961,CUST082839,50,2024-11-09
CUST000962,CUST084718,78,2024-11-18
CUST000963,CUST055659,51,2025-01-23
CUST000964,CUST038639,19,2024-12-20
CUST000965,CUST067068,18,2024-09-21
CUST000966,CUST088870,57,2024-11-11
CUST000967,CUST034675,20,2025-01-25
CUST000968,CUST035855,73,2024-08-20
CUST000969,CUST046272,92,2024-05-05
CUST000970,CUST073689,86,2024-07-21
CUST000971,CUST038519,81,2025-04-11
CUST000972,CUST010268,25,2024-10-22
CUST000973,CUST090826,29,2025-02-13
CUST000974,CUST001063,78,2025-01-22
CUST000975,CUST050449,48,2025-04-02
CUST000976,CUST095463,69,2024-08-29
CUST000977,CUST006230,81,2025-02-20
CUST000978,CUST056794,37,2024-05-01
CUST000979,CUST047916,41,2024-05-17
CUST000980,CUST004633,19,2024-11-26
CUST000981,CUST003597,50,2024-05-04
CUST000982,CUST006169,66,2025-04-18
CUST000983,CUST007562,54,2024-07-05
CUST000984,CUST073795,52,2024-08-27
CUST000985,CUST082153,34,2024-05-03
CUST000986,CUST026735,14,2024-05-18
CUST000987,CUST006372,16,2024-09-10
CUST000988,CUST026070,43,2025-01-05
CUST000989,CUST079906,59,2024-06-16
CUST000990,CUST012911,1,2024-11-02
CUST000991,CUST073480,69,2024-10-22
CUST000992,CUST077736,56,2025-03-26
CUST000993,CUST081265,1,2024-06-24
CUST000994,CUST023276,34,2024-07-16
CUST000995,CUST072275,98,2024-06-15
CUST000996,CUST081450,46,2024-09-19
CUST000997,CUST060005,39,2025-02-08
CUST000998,CUST062982,48,2024-07-06
CUST000999,CUST084660,27,2024-11-21
CUST001000,CUST054554,27,2025-03-22
CUST001001,CUST048448,100,2024-05-20
CUST001002,CUST034530,52,2024-07-09
CUST001003,CUST075704,40,2025-04-20
CUST001004,CUST076091,32,2025-03-13
CUST001005,CUST017261,98,2024-09-17
CUST001006,CUST003813,57,2025-01-26
CUST001007,CUST028025,15,2024-10-14
CUST001008,CUST058657,37,2024-12-08
CUST001009,CUST027286,89,2025-04-02
CUST001010,CUST092437,56,2025-03-07
CUST001011,CUST001606,25,2025-04-12
CUST001012,CUST071159,90,2024-07-01
CUST001013,CUST072304,37,2025-04-19
CUST001014,CUST027140,1,2024-04-28
CUST001015,CUST077150,94,2025-02-17
CUST001016,CUST056139,95,2025-02-28
CUST001017,CUST076126,63,2024-06-01
CUST001018,CUST013919,1,2025-01-28
CUST001019,CUST085656,80,2025-01-19
CUST001020,CUST027447,34,2024-08-30
CUST001021,CUST013047,2,2024-08-28
CUST001022,CUST024819,85,2024-12-29
CUST001023,CUST004325,77,2025-04-17
CUST001024,CUST076324,22,2025-01-28
CUST001025,CUST009112,22,2024-09-11
CUST001026,CUST038111,50,2024-10-28
CUST001027,CUST016390,97,2024-11-03
CUST001028,CUST041428,94,2024-05-10
CUST001029,CUST079580,54,2024-10-31
CUST001030,CUST028747,75,2024-05-30
CUST001031,CUST087887,64,2024-06-20
CUST001032,CUST000118,22,2024-10-24
CUST001033,CUST084472,67,2024-07-12
CUST001034,CUST013235,12,2024-06-03
CUST001035,CUST053442,54,2024-07-03
CUST001036,CUST000847,99,2025-03-26
CUST001037,CUST010955,35,2025-03-18
CUST001038,CUST079240,43,2024-10-04
CUST001039,CUST046515,37,2024-08-20
CUST001040,CUST088237,97,2024-06-13
CUST001041,CUST097580,64,2024-08-14
CUST001042,CUST006470,73,2025-03-30
CUST001043,CUST030106,46,2024-07-09
CUST001044,CUST042102,26,2024-12-16
CUST001045,CUST064324,83,2024-07-30
CUST001046,CUST091923,4,2024-12-12
CUST001047,CUST058068,55,2024-08-27
CUST001048,CUST049377,4,2024-06-06
CUST001049,CUST045588,69,2024-09-04
CUST001050,CUST036977,14,2025-01-05
CUST001051,CUST067585,31,2024-08-25
CUST001052,CUST078478,7,2024-12-22
CUST001053,CUST042534,75,2024-08-17
CUST001054,CUST001829,26,2025-02-28
CUST001055,CUST001918,53,2024-10-26
CUST001056,CUST020619,13,2025-03-16
CUST001057,CUST032255,65,2024-10-09
CUST001058,CUST047363,18,2024-07-14
CUST001059,CUST020129,34,2024-05-11
CUST001060,CUST059384,48,2024-09-05
CUST001061,CUST065546,27,2025-01-14
CUST001062,CUST082181,84,2024-05-05
CUST001063,CUST087959,61,2024-12-27
CUST001064,CUST009866,91,2025-04-16
CUST001065,CUST002220,69,2024-10-21
CUST001066,CUST039810,64,2024-12-30
CUST001067,CUST005288,63,2024-12-09
CUST001068,CUST034388,40,2024-11-17
CUST001069,CUST008513,33,2024-12-09
CUST001070,CUST001343,24,2024-08-22
CUST001071,CUST063077,40,2024-07-20
CUST001072,CUST019217,32,2024-07-10
CUST001073,CUST093071,6,2024-10-21
CUST001074,CUST079768,42,2024-11-26
CUST001075,CUST097830,88,2024-04-24
CUST001076,CUST026615,58,2024-07-30
CUST001077,CUST036259,52,2024-06-04
CUST001078,CUST093790,45,2024-11-19
CUST001079,CUST042079,27,2024-05-13
CUST001080,CUST083525,18,2025-02-17
CUST001081,CUST096574,66,2024-05-31
CUST001082,CUST012220,85,2024-07-07
CUST001083,CUST000236,51,2024-10-31
CUST001084,CUST042930,37,2024-12-15
CUST001085,CUST067445,55,2024-06-07
CUST001086,CUST008568,52,2025-01-09
CUST001087,CUST070793,46,2024-05-16
CUST001088,CUST065442,88,2024-12-16
CUST001089,CUST084556,98,2024-10-06
CUST001090,CUST073699,63,2024-05-11
CUST001091,CUST005416,80,2024-11-08
CUST001092,CUST036160,39,2025-02-23
CUST001093,CUST043926,41,2024-12-06
CUST001094,CUST005952,88,2025-04-23
CUST001095,CUST087389,66,2024-07-03
CUST001096,CUST008008,97,2024-05-03
CUST001097,CUST041833,31,2025-01-24
CUST001098,CUST058597,20,2024-10-16
CUST001099,CUST030524,39,2024-08-04
CUST001100,CUST088862,87,2024-11-24
CUST001101,CUST086741,87,2024-08-03
CUST001102,CUST015525,51,2025-01-07
CUST001103,CUST019283,5,2024-09-01
CUST001104,CUST023931,66,2024-06-11
CUST001105,CUST000078,59,2024-07-20
CUST001106,CUST020612,80,2024-09-08
CUST001107,CUST016985,8,2024-05-14
CUST001108,CUST014061,79,2024-05-10
CUST001109,CUST082986,13,2024-06-11
CUST001110,CUST084057,46,2024-08-27
CUST001111,CUST043304,95,2024-11-14
CUST001112,CUST059208,97,2024-10-10
CUST001113,CUST075047,16,2024-07-25
CUST001114,CUST029288,33,2024-11-09
CUST001115,CUST093710,63,2024-05-05
CUST001116,CUST039712,18,2024-05-12
CUST001117,CUST011955,57,2024-06-20
CUST001118,CUST073341,45,2024-12-02
CUST001119,CUST072102,60,2024-05-02
CUST001120,CUST071521,75,2024-07-03
CUST001121,CUST087063,5,2024-06-02
CUST001122,CUST018575,6,2025-02-19
CUST001123,CUST009185,63,2025-01-16
CUST001124,CUST019097,93,2025-02-16
CUST001125,CUST067729,60,2024-10-28
CUST001126,CUST034017,59,2025-04-03
CUST001127,CUST011247,13,2024-08-16
CUST001128,CUST045559,43,2024-11-15
CUST001129,CUST018382,86,2025-02-06
CUST001130,CUST036456,69,2024-08-11
CUST001131,CUST092264,46,2024-07-02
CUST001132,CUST004019,28,2024-07-03
CUST001133,CUST011303,61,2025-02-22
CUST001134,CUST067507,21,2024-11-11
CUST001135,CUST041158,43,2025-03-15
CUST001136,CUST054918,27,2024-08-20
CUST001137,CUST092739,67,2025-03-03
CUST001138,CUST096647,38,2024-10-06
CUST001139,CUST083123,20,2024-09-28
CUST001140,CUST024520,85,2024-08-06
CUST001141,CUST096810,31,2024-12-24
CUST001142,CUST087488,34,2024-12-20
CUST001143,CUST056820,7,2024-09-06
CUST001144,CUST080911,21,2024-09-17
CUST001145,CUST071325,68,2024-10-30
CUST001146,CUST005409,6,2024-05-27
CUST001147,CUST059380,17,2024-06-30
CUST001148,CUST025054,6,2024-12-09
CUST001149,CUST009447,72,2025-02-23
CUST001150,CUST000923,1,2024-04-25
CUST001151,CUST098724,77,2024-04-25
CUST001152,CUST051357,80,2024-11-08
CUST001153,CUST010790,23,2024-11-05
CUST001154,CUST097721,39,2025-01-15
CUST001155,CUST066657,91,2025-03-08
CUST001156,CUST044029,55,2024-08-27
CUST001157,CUST064485,29,2024-07-22
CUST001158,CUST032155,32,2024-06-26
CUST001159,CUST082871,73,2025-01-23
CUST001160,CUST002337,38,2025-03-16
CUST001161,CUST067780,38,2025-02-05
CUST001162,CUST019030,98,2024-10-08
CUST001163,CUST059202,34,2024-12-20
CUST001164,CUST032266,11,2024-12-04
CUST001165,CUST043873,56,2024-04-29
CUST001166,CUST046198,97,2025-03-26
CUST001167,CUST055181,3,2025-03-02
CUST001168,CUST023711,79,2024-05-14
CUST001169,CUST029487,41,2024-12-06
CUST001170,CUST071908,63,2025-01-06
CUST001171,CUST071896,12,2024-06-27
CUST001172,CUST064436,40,2024-04-25
CUST001173,CUST040632,20,2024-08-26
CUST001174,CUST020104,45,2025-02-10
CUST001175,CUST064773,75,2024-11-24
CUST001176,CUST014383,21,2024-05-27
CUST001177,CUST084292,26,2024-11-04
CUST001178,CUST003757,96,2025-01-04
CUST001179,CUST020610,75,2024-11-28
CUST001180,CUST016479,97,2024-05-03
CUST001181,CUST039667,34,2024-05-09
CUST001182,CUST075684,83,2024-07-01
CUST001183,CUST099098,94,2024-05-26
CUST001184,CUST071316,80,2024-07-09
CUST001185,CUST077835,1,2024-05-28
CUST001186,CUST014154,56,2025-01-17
CUST001187,CUST076326,17,2024-05-03
CUST001188,CUST013000,79,2024-07-06
CUST001189,CUST055319,29,2024-11-05
CUST001190,CUST000815,83,2024-05-07
CUST001191,CUST076078,91,2024-06-18
CUST001192,CUST090475,70,2024-07-30
CUST001193,CUST002444,80,2024-06-17
CUST001194,CUST075994,47,2024-11-29
CUST001195,CUST075917,61,2024-06-28
CUST001196,CUST073320,46,2024-09-07
CUST001197,CUST017369,53,2024-04-24
CUST001198,CUST015329,74,2024-05-03
CUST001199,CUST056943,42,2024-08-06
CUST001200,CUST091752,11,2024-07-28
CUST001201,CUST099132,63,2024-07-26
CUST001202,CUST027307,8,2025-01-30
CUST001203,CUST085452,41,2024-06-15
CUST001204,CUST039916,44,2024-04-30
CUST001205,CUST037220,62,2025-02-08
CUST001206,CUST080880,44,2024-07-03
CUST001207,CUST064645,34,2024-07-08
CUST001208,CUST060280,90,2024-10-07
CUST001209,CUST053029,58,2024-12-18
CUST001210,CUST000127,83,2025-04-18
CUST001211,CUST052330,66,2024-11-28
CUST001212,CUST027633,75,2024-08-20
CUST001213,CUST065311,4,2025-02-06
CUST001214,CUST055177,33,2024-04-25
CUST001215,CUST086067,76,2024-08-23
CUST001216,CUST044328,71,2024-05-15
CUST001217,CUST068905,70,2024-08-31
CUST001218,CUST003798,71,2024-07-13
CUST001219,CUST047883,82,2024-07-17
CUST001220,CUST013719,41,2024-11-14
CUST001221,CUST034561,27,2025-01-10
CUST001222,CUST076590,100,2024-07-05
CUST001223,CUST022117,19,2024-08-14
CUST001224,CUST036245,65,2024-11-04
CUST001225,CUST001646,99,2025-02-01
CUST001226,CUST047524,26,2024-11-06
CUST001227,CUST019257,6,2025-02-06
CUST001228,CUST053174,26,2025-04-05
CUST001229,CUST037431,29,2025-02-16
CUST001230,CUST039283,24,2024-09-04
CUST001231,CUST063375,46,2024-05-13
CUST001232,CUST068245,57,2024-12-16
CUST001233,CUST011695,47,2024-12-14
CUST001234,CUST056265,18,2025-04-06
CUST001235,CUST075061,67,2025-01-12
CUST001236,CUST097417,27,2024-05-11
CUST001237,CUST057546,44,2024-06-16
CUST001238,CUST039225,32,2024-10-10
CUST001239,CUST097946,59,2025-02-10
CUST001240,CUST013225,38,2024-07-11
CUST001241,CUST040739,82,2024-11-24
CUST001242,CUST025151,98,2025-01-25
CUST001243,CUST063732,14,2025-02-13
CUST001244,CUST049689,71,2024-09-04
CUST001245,CUST099930,50,2024-07-11
CUST001246,CUST073510,53,2024-05-25
CUST001247,CUST008578,46,2024-08-27
CUST001248,CUST008071,81,2025-03-11
CUST001249,CUST008667,28,2024-09-21
CUST001250,CUST057762,75,2025-02-06
CUST001251,CUST036369,86,2025-02-01
CUST001252,CUST006784,93,2024-09-18
